completion_year,location,property_type,rooms,parking,bathroom,size_sqft,furnished,nearby_railways
1990.0,Kepong,Apartment,3.0,1.0,2.0,850,Partially Furnished,no
2017.0,Segambut,Condominium,3.0,2.0,2.0,1203,Partially Furnished,yes
,Sentul,Condominium,3.0,1.0,2.0,800,Partially Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,650,Partially Furnished,no
2019.0,Gombak,Service Residence,3.0,1.0,2.0,945,Fully Furnished,no
,Maju,Condominium,3.0,1.0,2.0,1250,Partially Furnished,yes
,Keramat,Apartment,3.0,1.0,3.0,1280,Partially Furnished,no
2021.0,Cheras,Service Residence,3.0,1.0,2.0,1000,Fully Furnished,
,Setapak,Apartment,3.0,,1.0,653,Fully Furnished,no
2021.0,Jalil,Apartment,3.0,,2.0,850,Partially Furnished,no
2010.0,Ipoh,Condominium,3.0,1.0,2.0,1400,Not Furnished,yes
2009.0,Dutamas,Condominium,3.0,1.0,2.0,1100,Fully Furnished,no
2017.0,South,Service Residence,2.0,,1.0,720,Fully Furnished,yes
2020.0,Keramat,Condominium,3.0,1.0,2.0,882,Partially Furnished,no
2018.0,Kepong,Service Residence,2.0,1.0,1.0,475,Partially Furnished,
,Petaling,Flat,3.0,,2.0,800,Not Furnished,
,Pandan,Service Residence,2.0,2.0,2.0,1410,Fully Furnished,no
,Sentul,Apartment,3.0,1.0,2.0,850,Partially Furnished,no
2013.0,Lama,Condominium,3.0,2.0,2.0,1200,Fully Furnished,no
,Bintang,Condominium,2.0,1.0,2.0,1488,Fully Furnished,yes
2017.0,Road,Service Residence,3.0,,2.0,909,Fully Furnished,yes
,Segambut,Apartment,3.0,1.0,2.0,850,Partially Furnished,
2022.0,Lama,Service Residence,2.0,1.0,2.0,804,Fully Furnished,
,Sentul,Condominium,3.0,,2.0,850,Fully Furnished,
2022.0,Desa,Condominium,3.0,2.0,2.0,921,Partially Furnished,yes
2023.0,Setapak,Apartment,3.0,1.0,2.0,969,Fully Furnished,yes
2007.0,Setapak,Condominium,3.0,,2.0,1076,Fully Furnished,yes
,Cheras,Condominium,3.0,2.0,2.0,830,Not Furnished,no
2021.0,Sentul,Service Residence,2.0,1.0,1.0,650,Not Furnished,yes
2019.0,Kepong,Condominium,3.0,2.0,2.0,1100,Partially Furnished,no
2020.0,Keramat,Condominium,4.0,2.0,2.0,1184,Fully Furnished,no
2005.0,Cheras,Condominium,3.0,,2.0,1050,Partially Furnished,yes
,Cheras,Condominium,3.0,2.0,2.0,1003,Partially Furnished,yes
2017.0,Maju,Condominium,3.0,1.0,2.0,770,Partially Furnished,yes
,Segambut,Apartment,3.0,,2.0,1007,Partially Furnished,yes
2016.0,Besi,Service Residence,3.0,2.0,2.0,1090,Fully Furnished,no
,Menjalara,Condominium,3.0,1.0,2.0,805,Partially Furnished,no
2005.0,Cheras,Condominium,3.0,1.0,2.0,920,Fully Furnished,no
,Kuching,Condominium,3.0,1.0,2.0,1470,Partially Furnished,no
,Pudu,Apartment,3.0,1.0,2.0,980,Partially Furnished,no
2015.0,Segambut,Condominium,3.0,,2.0,1019,Fully Furnished,no
2020.0,Pantai,Apartment,3.0,1.0,2.0,810,Partially Furnished,yes
2006.0,Sentul,Apartment,3.0,1.0,2.0,1000,Partially Furnished,yes
,KLCC,Condominium,3.0,1.0,2.0,1500,Fully Furnished,yes
2015.0,Hilir,Studio,1.0,,1.0,466,Fully Furnished,no
2021.0,Segambut,Service Residence,3.0,,2.0,1033,Partially Furnished,no
,Segambut,Service Residence,3.0,2.0,2.0,1050,Partially Furnished,no
2006.0,Setapak,Condominium,3.0,2.0,2.0,1510,Partially Furnished,no
2017.0,Sentul,Service Residence,3.0,1.0,2.0,1096,Not Furnished,yes
2017.0,Road,Service Residence,3.0,1.0,2.0,954,Fully Furnished,yes
,Titiwangsa,Service Residence,2.0,1.0,1.0,720,Fully Furnished,yes
,Setapak,Apartment,3.0,1.0,2.0,885,Partially Furnished,yes
2018.0,Melawati,Service Residence,3.0,1.0,2.0,1367,Fully Furnished,no
,Kepong,Condominium,3.0,1.0,2.0,1001,Partially Furnished,no
,Besi,Service Residence,2.0,2.0,2.0,1025,Fully Furnished,yes
2022.0,Setapak,Service Residence,3.0,1.0,2.0,1050,Partially Furnished,yes
2010.0,Cheras,Condominium,3.0,1.0,2.0,755,Fully Furnished,no
2021.0,Jalil,Apartment,3.0,1.0,2.0,850,Partially Furnished,
2016.0,Cheras,Condominium,3.0,2.0,2.0,987,Partially Furnished,yes
2017.0,Maju,Apartment,4.0,2.0,2.0,850,Partially Furnished,yes
1998.0,Kiara,Condominium,3.0,1.0,2.0,1300,Fully Furnished,no
2016.0,Petaling,Service Residence,2.0,,2.0,855,Fully Furnished,no
1993.0,Kiara,Condominium,3.0,1.0,2.0,1300,Fully Furnished,
2021.0,Lama,Condominium,3.0,1.0,2.0,1250,Fully Furnished,yes
,Cheras,Apartment,3.0,,2.0,995,Partially Furnished,
,Maju,Service Residence,3.0,1.0,2.0,850,Partially Furnished,yes
2004.0,Kuching,Condominium,3.0,1.0,2.0,1100,Partially Furnished,
,Kuching,Service Residence,3.0,1.0,2.0,878,Partially Furnished,no
,Sentul,Apartment,3.0,2.0,2.0,1037,Fully Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1025,Fully Furnished,
,Besi,Apartment,2.0,,1.0,700,Partially Furnished,yes
,Cheras,Service Residence,2.0,,2.0,757,Fully Furnished,
2002.0,Cheras,Apartment,3.0,,2.0,730,Not Furnished,
2007.0,Kepong,Condominium,3.0,,2.0,962,Not Furnished,yes
2020.0,Kepong,Service Residence,4.0,2.0,2.0,932,Partially Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,850,Fully Furnished,
,Melawati,Apartment,2.0,2.0,2.0,972,Partially Furnished,
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Not Furnished,no
2021.0,Jalil,Apartment,3.0,1.0,2.0,860,Fully Furnished,
,Setapak,Apartment,3.0,,2.0,653,Partially Furnished,no
2019.0,Keramat,Condominium,3.0,,2.0,1100,Partially Furnished,
2015.0,Hilir,Condominium,2.0,,1.0,890,Fully Furnished,
,Besi,Condominium,2.0,2.0,1.0,656,Partially Furnished,
2021.0,Segambut,Service Residence,3.0,1.0,2.0,1302,Partially Furnished,yes
2020.0,Kepong,Apartment,3.0,2.0,3.0,1144,Fully Furnished,no
2007.0,Bintang,Service Residence,2.0,,2.0,900,Fully Furnished,
2015.0,Ampang,Service Residence,2.0,1.0,2.0,850,Fully Furnished,yes
2012.0,Ampang,Condominium,4.0,1.0,2.0,1300,Fully Furnished,yes
2020.0,Keramat,Condominium,4.0,2.0,2.0,1065,Partially Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Fully Furnished,yes
1996.0,Desa,Condominium,2.0,1.0,2.0,1004,Fully Furnished,no
2021.0,Lama,Condominium,3.0,2.0,2.0,1200,Not Furnished,no
2020.0,Jalil,Condominium,3.0,2.0,2.0,1100,Fully Furnished,yes
,Desa,Condominium,3.0,,2.0,850,Fully Furnished,
2021.0,City,Condominium,3.0,1.0,2.0,851,Not Furnished,
,Cheras,Apartment,3.0,1.0,1.0,750,Not Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1025,Fully Furnished,yes
1988.0,Desa,Condominium,1.0,1.0,1.0,700,Fully Furnished,
2017.0,Sentul,Service Residence,3.0,1.0,2.0,1095,Not Furnished,yes
2007.0,Kepong,Condominium,3.0,1.0,2.0,962,Not Furnished,
,Cheras,Flat,2.0,,1.0,680,Partially Furnished,
,Setapak,Condominium,3.0,1.0,2.0,1000,Partially Furnished,
,Keramat,Service Residence,2.0,1.0,2.0,775,Fully Furnished,yes
,Kiara,Condominium,3.0,2.0,2.0,940,Fully Furnished,no
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,yes
,Setapak,Service Residence,3.0,1.0,2.0,926,Not Furnished,no
,Cheras,Condominium,2.0,1.0,1.0,590,Not Furnished,no
,Jalil,Condominium,3.0,,2.0,1000,Fully Furnished,yes
2020.0,Pantai,Apartment,3.0,,2.0,810,Partially Furnished,yes
2017.0,Besi,Condominium,2.0,1.0,2.0,855,Fully Furnished,no
,Jalil,Apartment,3.0,1.0,2.0,850,Not Furnished,yes
,Cheras,Condominium,3.0,2.0,2.0,1200,Partially Furnished,yes
2020.0,Sentul,Apartment,3.0,1.0,2.0,875,Not Furnished,yes
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,no
,Petaling,Apartment,3.0,1.0,2.0,829,Partially Furnished,yes
2016.0,Road,Service Residence,3.0,,2.0,935,Fully Furnished,
,Petaling,Condominium,3.0,1.0,2.0,830,Partially Furnished,
2014.0,Cheras,Condominium,2.0,1.0,2.0,916,Not Furnished,yes
,Pandan,Service Residence,2.0,,2.0,1410,Partially Furnished,
2017.0,Besi,Condominium,2.0,1.0,2.0,855,Partially Furnished,no
2018.0,Melawati,Service Residence,3.0,1.0,2.0,1376,Fully Furnished,
2019.0,Gombak,Service Residence,3.0,1.0,2.0,940,Not Furnished,yes
,City,Apartment,3.0,1.0,2.0,800,Not Furnished,
2021.0,Cheras,Service Residence,2.0,,2.0,650,Partially Furnished,yes
,Desa,Condominium,3.0,1.0,2.0,926,Not Furnished,no
,Kiara,Service Residence,1.0,1.0,1.0,442,Fully Furnished,no
,Kepong,Apartment,3.0,1.0,2.0,970,Not Furnished,no
2003.0,Hartamas,Service Residence,1.0,,1.0,410,Fully Furnished,no
,Kepong,Apartment,3.0,,2.0,935,Partially Furnished,yes
,Kiara,Condominium,1.0,1.0,1.0,672,Fully Furnished,
,Kepong,Apartment,3.0,1.0,2.0,837,Not Furnished,no
2021.0,Cheras,Condominium,3.0,2.0,2.0,950,Partially Furnished,no
2020.0,Pantai,Apartment,3.0,,2.0,810,Partially Furnished,no
,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,no
,Bangsar,Condominium,3.0,1.0,2.0,1033,Fully Furnished,yes
,Jalil,Condominium,3.0,1.0,2.0,1221,Fully Furnished,yes
,Lama,Apartment,3.0,,2.0,932,Not Furnished,yes
2015.0,Lama,Condominium,4.0,2.0,3.0,1523,Fully Furnished,yes
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,yes
2022.0,Desa,Condominium,4.0,2.0,2.0,1118,Fully Furnished,no
2015.0,Cheras,Condominium,3.0,1.0,2.0,1142,Partially Furnished,yes
2020.0,Sentul,Service Residence,3.0,1.0,2.0,850,Partially Furnished,no
,Cheras,Others,3.0,,2.0,850,Partially Furnished,yes
,Setapak,Apartment,3.0,1.0,2.0,657,Not Furnished,
,Kepong,Apartment,3.0,1.0,2.0,910,Partially Furnished,yes
2006.0,Setapak,Condominium,4.0,1.0,2.0,1272,Fully Furnished,yes
2021.0,Lama,Condominium,3.0,1.0,2.0,1100,Partially Furnished,yes
,Keramat,Condominium,3.0,1.0,2.0,850,Not Furnished,
,Kiara,Condominium,3.0,2.0,2.0,940,Fully Furnished,
2017.0,Besi,Condominium,2.0,2.0,2.0,855,Fully Furnished,
2006.0,ParkCity,Condominium,2.0,,2.0,1163,Fully Furnished,
,Hilir,Condominium,2.0,1.0,2.0,930,Fully Furnished,
2018.0,Kepong,Condominium,4.0,2.0,2.0,1200,Partially Furnished,no
,KLCC,Condominium,2.0,,2.0,706,Fully Furnished,no
,Jalil,Apartment,3.0,1.0,2.0,1100,Partially Furnished,no
,Jalil,Apartment,6.0,1.0,3.0,1400,Fully Furnished,yes
,Cheras,Condominium,3.0,1.0,3.0,1010,Partially Furnished,no
2020.0,Menjalara,Service Residence,3.0,2.0,2.0,800,Partially Furnished,no
,Jalil,Apartment,3.0,,2.0,1200,Fully Furnished,
2007.0,Cheras,Condominium,3.0,1.0,2.0,900,Fully Furnished,
,Jalil,Condominium,2.0,1.0,1.0,791,Fully Furnished,yes
,Petaling,Condominium,3.0,1.0,2.0,946,Fully Furnished,no
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Partially Furnished,
,Sentul,Apartment,3.0,,2.0,1000,Partially Furnished,yes
2021.0,Cheras,Service Residence,3.0,1.0,2.0,840,Partially Furnished,yes
2021.0,Cheras,Condominium,3.0,1.0,2.0,819,Not Furnished,
2007.0,KLCC,Condominium,1.0,,1.0,500,Fully Furnished,no
2017.0,South,Service Residence,2.0,1.0,2.0,823,Fully Furnished,yes
2020.0,City,Service Residence,3.0,,2.0,950,Fully Furnished,yes
,Hartamas,Service Residence,4.0,,3.0,1460,Fully Furnished,yes
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Fully Furnished,no
,Setapak,Service Residence,3.0,1.0,2.0,926,Partially Furnished,yes
,Sentul,Apartment,3.0,2.0,2.0,1001,Partially Furnished,yes
,KLCC,Condominium,3.0,1.0,2.0,1500,Fully Furnished,no
,Road,Service Residence,2.0,1.0,3.0,1108,Fully Furnished,yes
2012.0,City,Condominium,3.0,1.0,3.0,1453,Fully Furnished,yes
,KLCC,Service Residence,1.0,,1.0,400,Fully Furnished,yes
,Keramat,Service Residence,2.0,2.0,2.0,1098,Fully Furnished,yes
,Maju,Flat,2.0,1.0,1.0,560,Not Furnished,yes
2019.0,Gombak,Service Residence,3.0,2.0,2.0,924,Fully Furnished,no
,Cheras,Apartment,3.0,2.0,3.0,1048,Fully Furnished,no
,Cheras,Apartment,3.0,,2.0,650,Partially Furnished,yes
,Maju,Flat,2.0,,1.0,580,Not Furnished,yes
2015.0,City,Service Residence,1.0,,1.0,500,Fully Furnished,no
2017.0,Road,Service Residence,3.0,2.0,2.0,909,Fully Furnished,
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Fully Furnished,
,Setapak,Condominium,4.0,1.0,2.0,1000,Partially Furnished,
2016.0,Lama,Condominium,3.0,1.0,2.0,935,Fully Furnished,yes
,Titiwangsa,Condominium,3.0,2.0,2.0,926,Not Furnished,no
2007.0,Bintang,Service Residence,2.0,,2.0,900,Fully Furnished,
,Kepong,Condominium,3.0,2.0,2.0,1920,Partially Furnished,no
2009.0,Kiara,Condominium,1.0,1.0,1.0,672,Fully Furnished,
,KLCC,Service Residence,1.0,,1.0,761,Fully Furnished,
2013.0,Kuching,Condominium,3.0,1.0,2.0,1015,Fully Furnished,no
2008.0,Ampang,Condominium,2.0,,2.0,1400,Fully Furnished,
,Cheras,Service Residence,2.0,1.0,2.0,887,Fully Furnished,yes
,Setapak,Service Residence,1.0,1.0,1.0,592,Not Furnished,
,Maju,Condominium,3.0,2.0,2.0,1206,Fully Furnished,yes
1996.0,Cheras,Condominium,3.0,,2.0,1100,Partially Furnished,
,Jalil,Condominium,4.0,1.0,2.0,900,Fully Furnished,yes
,KLCC,Condominium,4.0,2.0,3.0,1200,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,1300,Partially Furnished,yes
2008.0,KLCC,Condominium,3.0,,3.0,1500,Fully Furnished,
,Bintang,Condominium,3.0,1.0,2.0,922,Not Furnished,no
,Jaya,Flat,2.0,1.0,1.0,800,Partially Furnished,no
2021.0,Sentul,Service Residence,3.0,2.0,2.0,850,Fully Furnished,yes
2022.0,Setapak,Service Residence,3.0,2.0,2.0,1000,Partially Furnished,yes
,Road,Condominium,3.0,,2.0,980,Fully Furnished,yes
2004.0,Kuching,Condominium,3.0,1.0,2.0,1000,Partially Furnished,no
2007.0,Kepong,Condominium,3.0,1.0,2.0,962,Not Furnished,yes
2013.0,Melawati,Service Residence,3.0,1.0,2.0,980,Partially Furnished,no
2021.0,Kepong,Apartment,2.0,1.0,2.0,866,Fully Furnished,yes
,Sentul,Apartment,3.0,1.0,2.0,1001,Partially Furnished,no
,Besi,Apartment,2.0,,1.0,600,Not Furnished,yes
,Setapak,Condominium,3.0,2.0,1.0,910,Fully Furnished,
,Titiwangsa,Condominium,3.0,1.0,2.0,921,Not Furnished,no
2010.0,Ampang,Service Residence,3.0,,1.0,700,Fully Furnished,yes
,Pantai,Condominium,2.0,1.0,2.0,980,Partially Furnished,no
2012.0,Ismail,Service Residence,2.0,1.0,2.0,1300,Fully Furnished,
2023.0,Cheras,Condominium,4.0,2.0,2.0,1030,Fully Furnished,yes
,Kiara,Service Residence,3.0,2.0,2.0,940,Fully Furnished,no
2014.0,Dutamas,Condominium,3.0,2.0,3.0,1799,Fully Furnished,no
,Setapak,Service Residence,3.0,1.0,3.0,1300,Partially Furnished,yes
,Lama,Condominium,3.0,1.0,2.0,1000,Partially Furnished,yes
2007.0,Kuching,Condominium,3.0,2.0,2.0,1125,Partially Furnished,no
,Petaling,Apartment,3.0,,1.0,650,Partially Furnished,
,Damansara,Service Residence,2.0,2.0,1.0,751,Partially Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,950,Partially Furnished,yes
2022.0,Setapak,Service Residence,3.0,2.0,2.0,850,Partially Furnished,yes
2009.0,Ipoh,Condominium,2.0,1.0,2.0,840,Fully Furnished,no
2010.0,Cheras,Condominium,3.0,1.0,2.0,900,Fully Furnished,yes
,Desa,Condominium,3.0,,2.0,850,Fully Furnished,
2021.0,Kepong,Apartment,2.0,1.0,2.0,866,Fully Furnished,no
1997.0,Kiara,Condominium,2.0,,2.0,1209,Fully Furnished,no
2020.0,Kepong,Apartment,3.0,,2.0,800,Not Furnished,
2010.0,Melawati,Condominium,2.0,2.0,2.0,1200,Fully Furnished,yes
,Maju,Flat,2.0,,1.0,570,Fully Furnished,yes
2021.0,Jalil,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
2020.0,Kepong,Apartment,3.0,2.0,2.0,1216,Fully Furnished,no
2016.0,Petaling,Service Residence,3.0,2.0,3.0,918,Fully Furnished,yes
,Kiara,Condominium,4.0,2.0,3.0,1518,Fully Furnished,yes
2013.0,Road,Condominium,1.0,,1.0,350,Fully Furnished,yes
,South,Apartment,3.0,,2.0,750,Not Furnished,yes
2016.0,Road,Condominium,3.0,2.0,2.0,1202,Fully Furnished,no
,Desa,Condominium,3.0,1.0,2.0,850,Partially Furnished,yes
2021.0,Cheras,Service Residence,3.0,,2.0,819,Partially Furnished,yes
,Maju,Condominium,3.0,2.0,2.0,850,Fully Furnished,
1995.0,Petaling,Condominium,3.0,1.0,2.0,1141,Partially Furnished,yes
,Cheras,Flat,3.0,,2.0,1400,Fully Furnished,yes
,Setapak,Flat,3.0,,2.0,650,Not Furnished,yes
2016.0,Puchong,Service Residence,3.0,,2.0,1096,Partially Furnished,
2021.0,Keramat,Apartment,3.0,1.0,2.0,850,Not Furnished,
1993.0,Bangsar,Condominium,1.0,1.0,1.0,678,Partially Furnished,no
2019.0,KLCC,Service Residence,1.0,1.0,1.0,600,Fully Furnished,yes
2019.0,Keramat,Condominium,3.0,2.0,2.0,1050,Fully Furnished,yes
2020.0,City,Condominium,1.0,,1.0,1000,Fully Furnished,yes
2020.0,Keramat,Condominium,3.0,,2.0,1065,Fully Furnished,no
,Puchong,Condominium,3.0,,2.0,900,Fully Furnished,no
,Jalil,Apartment,3.0,,2.0,800,Not Furnished,
2021.0,Cheras,Service Residence,3.0,1.0,2.0,820,Partially Furnished,yes
,Jalil,Condominium,3.0,1.0,2.0,825,Partially Furnished,yes
,Bintang,Condominium,3.0,1.0,3.0,1371,Partially Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,900,Partially Furnished,yes
,Maju,Flat,2.0,,1.0,600,Not Furnished,
,Cheras,Apartment,3.0,,1.0,650,Partially Furnished,
2021.0,Kepong,Service Residence,3.0,1.0,2.0,916,Partially Furnished,no
2021.0,Cheras,Service Residence,3.0,1.0,2.0,819,Not Furnished,
2010.0,Cheras,Condominium,3.0,1.0,2.0,765,Fully Furnished,yes
2019.0,Besi,Condominium,3.0,2.0,2.0,850,Fully Furnished,yes
2019.0,Petaling,Condominium,4.0,2.0,2.0,1219,Fully Furnished,no
2021.0,Lama,Condominium,3.0,1.0,2.0,1200,Fully Furnished,yes
2023.0,Cheras,Condominium,3.0,2.0,2.0,850,Partially Furnished,
2018.0,Setapak,Apartment,3.0,1.0,2.0,829,Not Furnished,
,Kepong,Apartment,3.0,1.0,2.0,1023,Fully Furnished,yes
2018.0,Ipoh,Service Residence,3.0,2.0,2.0,1087,Fully Furnished,no
,ParkCity,Condominium,3.0,,2.0,862,Partially Furnished,
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Fully Furnished,yes
2008.0,Setiawangsa,Condominium,3.0,1.0,2.0,1150,Fully Furnished,
,Cheras,Condominium,4.0,2.0,2.0,1450,Fully Furnished,yes
,Cheras,Condominium,2.0,1.0,2.0,736,Fully Furnished,no
2016.0,City,Service Residence,1.0,,1.0,530,Fully Furnished,yes
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,
2006.0,Sentul,Apartment,3.0,1.0,2.0,1000,Partially Furnished,yes
1995.0,Petaling,Condominium,3.0,,2.0,1200,Fully Furnished,yes
2019.0,Kepong,Service Residence,3.0,2.0,2.0,958,Fully Furnished,no
,Maju,Apartment,2.0,,1.0,600,Partially Furnished,
2001.0,Ampang,Condominium,2.0,1.0,2.0,800,Fully Furnished,no
1997.0,Desa,Service Residence,2.0,1.0,2.0,715,Fully Furnished,no
2021.0,Cheras,Service Residence,3.0,,2.0,900,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,997,Fully Furnished,yes
2013.0,Kuching,Condominium,3.0,1.0,2.0,1100,Fully Furnished,no
,Kepong,Apartment,3.0,,2.0,720,Not Furnished,yes
,Kepong,Apartment,3.0,,2.0,720,Partially Furnished,no
,Maju,Service Residence,3.0,2.0,4.0,1518,Fully Furnished,yes
2017.0,Setapak,Condominium,3.0,2.0,2.0,1442,Fully Furnished,no
,Cheras,Condominium,1.0,1.0,1.0,717,Partially Furnished,yes
2014.0,Lama,Condominium,4.0,2.0,3.0,1500,Fully Furnished,no
2000.0,Jalil,Apartment,2.0,1.0,1.0,726,Not Furnished,yes
2017.0,Sentul,Service Residence,3.0,2.0,2.0,1009,Partially Furnished,no
2020.0,City,Apartment,3.0,,2.0,950,Fully Furnished,
,Sentul,Service Residence,2.0,1.0,2.0,750,Fully Furnished,yes
2003.0,Setapak,Condominium,3.0,2.0,2.0,900,Not Furnished,no
2021.0,Cheras,Service Residence,2.0,,2.0,650,Partially Furnished,yes
,Jalil,Apartment,3.0,,2.0,800,Fully Furnished,
2013.0,Hilir,Service Residence,1.0,1.0,1.0,758,Fully Furnished,yes
2021.0,Sentul,Service Residence,3.0,,2.0,850,Fully Furnished,yes
2014.0,Segambut,Apartment,2.0,1.0,1.0,747,Fully Furnished,
,KLCC,Condominium,2.0,,2.0,710,Fully Furnished,
2020.0,City,Condominium,1.0,1.0,1.0,550,Fully Furnished,
2021.0,Lama,Condominium,3.0,1.0,2.0,1100,Partially Furnished,yes
2017.0,Cheras,Service Residence,2.0,2.0,2.0,825,Partially Furnished,yes
2009.0,Pudu,Service Residence,1.0,,1.0,522,Fully Furnished,yes
2012.0,Kepong,Condominium,3.0,2.0,2.0,1074,Fully Furnished,
1999.0,Cheras,Condominium,3.0,2.0,2.0,975,Partially Furnished,yes
2017.0,Road,Condominium,2.0,1.0,2.0,850,Fully Furnished,yes
2021.0,Sentul,Service Residence,3.0,,2.0,850,Fully Furnished,yes
,Pandan,Apartment,3.0,2.0,2.0,900,Fully Furnished,no
,Jalil,Others,5.0,,4.0,2800,Not Furnished,no
,Lama,Condominium,3.0,,2.0,800,Fully Furnished,
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Partially Furnished,no
2021.0,Segambut,Condominium,2.0,1.0,1.0,650,Fully Furnished,yes
,Kuching,Flat,3.0,1.0,2.0,764,Not Furnished,
2019.0,Segambut,Service Residence,2.0,,2.0,800,Fully Furnished,yes
2001.0,Cheras,Condominium,3.0,1.0,2.0,850,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,850,Partially Furnished,no
2017.0,Sentul,Condominium,3.0,2.0,3.0,1200,Fully Furnished,
2019.0,Petaling,Condominium,4.0,2.0,2.0,1219,Fully Furnished,no
,Maju,Apartment,2.0,,1.0,600,Not Furnished,
,Sentul,Condominium,3.0,,2.0,850,Fully Furnished,
2016.0,Petaling,Service Residence,3.0,2.0,3.0,931,Partially Furnished,
2021.0,Cheras,Service Residence,3.0,1.0,2.0,820,Partially Furnished,yes
,Jalil,Condominium,3.0,2.0,3.0,1003,Partially Furnished,yes
,Cheras,Flat,2.0,,1.0,650,Not Furnished,
2020.0,Ampang,Service Residence,2.0,2.0,2.0,850,Fully Furnished,no
2017.0,Sentul,Service Residence,3.0,1.0,2.0,900,Not Furnished,no
1988.0,Desa,Condominium,3.0,2.0,2.0,1200,Fully Furnished,no
2017.0,Maju,Apartment,3.0,1.0,2.0,770,Partially Furnished,
2018.0,Bintang,Service Residence,2.0,,1.0,720,Fully Furnished,yes
2021.0,Cheras,Service Residence,3.0,1.0,2.0,819,Partially Furnished,yes
2010.0,Hilir,Condominium,3.0,1.0,2.0,900,Fully Furnished,
,Bangsar,Condominium,3.0,1.0,2.0,1200,Fully Furnished,yes
,Segambut,Flat,3.0,,1.0,700,Partially Furnished,yes
2017.0,Sentul,Service Residence,3.0,2.0,2.0,1009,Partially Furnished,no
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,yes
,Jalil,Apartment,3.0,1.0,2.0,850,Not Furnished,no
,Road,Apartment,3.0,,2.0,800,Partially Furnished,
2017.0,Sentul,Condominium,3.0,1.0,2.0,948,Fully Furnished,yes
2015.0,Cheras,Condominium,4.0,,2.0,1142,Partially Furnished,no
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
2011.0,Titiwangsa,Condominium,3.0,,2.0,1100,Fully Furnished,yes
2021.0,Segambut,Service Residence,2.0,2.0,2.0,900,Fully Furnished,no
2020.0,Kepong,Apartment,3.0,2.0,2.0,1216,Fully Furnished,no
,City,Apartment,3.0,1.0,2.0,805,Partially Furnished,
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Partially Furnished,no
2021.0,Cheras,Service Residence,3.0,,2.0,864,Fully Furnished,yes
2019.0,Kepong,Service Residence,3.0,1.0,2.0,932,Partially Furnished,no
,Pandan,Apartment,3.0,,2.0,900,Not Furnished,no
,Maju,Flat,2.0,1.0,1.0,600,Fully Furnished,no
2016.0,Cheras,Condominium,3.0,,2.0,1127,Partially Furnished,yes
2019.0,Keramat,Condominium,3.0,2.0,2.0,1003,Fully Furnished,
2018.0,City,Service Residence,1.0,,1.0,320,Fully Furnished,no
,Setapak,Condominium,1.0,1.0,1.0,600,Partially Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,960,Fully Furnished,no
2021.0,Segambut,Service Residence,3.0,,2.0,1055,Fully Furnished,no
2021.0,Damansara,Service Residence,1.0,,1.0,499,Fully Furnished,
,Besi,Condominium,2.0,2.0,1.0,656,Partially Furnished,
2012.0,Bintang,Service Residence,1.0,,1.0,400,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,3.0,1300,Fully Furnished,yes
2017.0,Setapak,Condominium,3.0,2.0,2.0,908,Fully Furnished,no
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,yes
2017.0,Segambut,Condominium,3.0,2.0,2.0,1298,Partially Furnished,yes
,Titiwangsa,Service Residence,2.0,1.0,1.0,720,Fully Furnished,yes
,Setapak,Condominium,3.0,1.0,2.0,1231,Partially Furnished,no
2020.0,Kepong,Apartment,3.0,1.0,2.0,800,Partially Furnished,yes
