completion_year,location,property_type,rooms,parking,bathroom,size_sqft,furnished,nearby_railways
,OUG,Service Residence,3.0,1.0,2.0,1050,Partially Furnished,no
2020.0,Jalil,Condominium,3.0,2.0,2.0,1023,Fully Furnished,yes
,Petaling,Condominium,3.0,,2.0,900,Not Furnished,
1996.0,Cheras,Condominium,3.0,1.0,2.0,1120,Fully Furnished,yes
2000.0,Keramat,Condominium,3.0,1.0,2.0,1700,Partially Furnished,no
,Cheras,Apartment,3.0,,2.0,888,Partially Furnished,
2006.0,Setapak,Condominium,4.0,1.0,2.0,1272,Fully Furnished,yes
,Ampang,Condominium,4.0,1.0,4.0,2500,Partially Furnished,no
2020.0,Sentul,Service Residence,3.0,1.0,2.0,890,Fully Furnished,no
2015.0,Besi,Apartment,2.0,2.0,2.0,565,Partially Furnished,yes
,Kiara,Condominium,3.0,2.0,2.0,1018,Fully Furnished,no
,Setiawangsa,Condominium,3.0,,2.0,1196,Partially Furnished,
,Besi,Service Residence,2.0,2.0,2.0,1300,Fully Furnished,yes
2021.0,Setapak,Condominium,3.0,2.0,2.0,800,Fully Furnished,yes
,Sentul,Flat,2.0,,1.0,500,Partially Furnished,no
,Setapak,Condominium,3.0,1.0,2.0,928,Partially Furnished,
,Sentul,Condominium,3.0,1.0,2.0,800,Partially Furnished,
,Cheras,Condominium,3.0,1.0,2.0,1025,Fully Furnished,yes
2019.0,Setapak,Condominium,3.0,2.0,2.0,1100,Partially Furnished,
,Maju,Apartment,2.0,,1.0,600,Not Furnished,
2017.0,Besi,Condominium,2.0,1.0,2.0,855,Partially Furnished,yes
,Cheras,Apartment,3.0,,2.0,935,Partially Furnished,no
2022.0,Setapak,Service Residence,3.0,1.0,2.0,1000,Partially Furnished,yes
2014.0,Cheras,Condominium,2.0,1.0,1.0,700,Fully Furnished,yes
,Cheras,Condominium,4.0,2.0,2.0,1101,Partially Furnished,yes
,Kiara,Condominium,3.0,2.0,4.0,1400,Fully Furnished,no
,Seputeh,Apartment,2.0,,2.0,970,Fully Furnished,no
,Titiwangsa,Service Residence,1.0,,1.0,120,Not Furnished,
,Cheras,Condominium,3.0,2.0,3.0,1010,Fully Furnished,yes
,Maju,Flat,2.0,,1.0,870,Partially Furnished,yes
2015.0,Perdana,Condominium,3.0,2.0,2.0,1070,Partially Furnished,no
2015.0,Pandan,Service Residence,3.0,2.0,2.0,1350,Fully Furnished,yes
2020.0,Kepong,Service Residence,4.0,2.0,2.0,932,Partially Furnished,yes
,Sentul,Condominium,3.0,2.0,2.0,800,Partially Furnished,
,Cheras,Condominium,1.0,1.0,1.0,900,Partially Furnished,
,Cheras,Condominium,3.0,2.0,2.0,1200,Partially Furnished,yes
,Desa,Condominium,3.0,,2.0,930,Partially Furnished,no
2022.0,Setapak,Service Residence,4.0,2.0,2.0,1200,Fully Furnished,yes
,Dutamas,Service Residence,2.0,1.0,2.0,1060,Fully Furnished,no
,Setapak,Apartment,3.0,,2.0,667,Partially Furnished,yes
2022.0,Setapak,Service Residence,3.0,1.0,2.0,850,Fully Furnished,yes
,Pandan,Service Residence,2.0,1.0,2.0,856,Partially Furnished,yes
,Kepong,Condominium,3.0,1.0,2.0,1001,Partially Furnished,yes
2018.0,Puchong,Service Residence,3.0,2.0,2.0,1226,Partially Furnished,no
2009.0,Kiara,Condominium,1.0,1.0,1.0,815,Fully Furnished,no
,Setapak,Apartment,4.0,1.0,2.0,1400,Not Furnished,no
,Setapak,Condominium,3.0,1.0,2.0,1231,Partially Furnished,no
,Cheras,Condominium,3.0,2.0,2.0,850,Partially Furnished,yes
2017.0,Ipoh,Condominium,4.0,2.0,2.0,1332,Fully Furnished,
,Desa,Apartment,3.0,,2.0,830,Partially Furnished,
2021.0,Setapak,Condominium,3.0,1.0,2.0,800,Partially Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1152,Partially Furnished,yes
2016.0,Road,Condominium,3.0,1.0,2.0,1200,Fully Furnished,yes
2011.0,Titiwangsa,Condominium,2.0,,1.0,600,Fully Furnished,yes
2017.0,Cheras,Service Residence,3.0,2.0,2.0,1050,Partially Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
,Petaling,Apartment,2.0,,1.0,650,Partially Furnished,yes
2020.0,Pantai,Apartment,3.0,1.0,2.0,810,Fully Furnished,no
,Cheras,Condominium,3.0,,2.0,1030,Partially Furnished,
,Jalil,Apartment,3.0,1.0,2.0,1100,Partially Furnished,yes
,Desa,Condominium,3.0,1.0,2.0,800,Partially Furnished,no
,Keramat,Condominium,2.0,1.0,1.0,800,Fully Furnished,yes
2019.0,Jalil,Condominium,3.0,,2.0,1100,Fully Furnished,yes
2019.0,Kepong,Service Residence,3.0,2.0,2.0,958,Not Furnished,
2020.0,Kepong,Apartment,3.0,2.0,2.0,875,Not Furnished,
2022.0,Sentul,Service Residence,3.0,2.0,2.0,980,Fully Furnished,yes
2017.0,Road,Service Residence,3.0,2.0,2.0,909,Fully Furnished,
2006.0,Setapak,Condominium,4.0,2.0,2.0,1300,Partially Furnished,no
,Besi,Condominium,2.0,2.0,1.0,656,Fully Furnished,
2010.0,Melawati,Condominium,4.0,,3.0,1389,Partially Furnished,yes
,Besi,Service Residence,2.0,2.0,2.0,1025,Fully Furnished,yes
,Jalil,Apartment,3.0,1.0,2.0,800,Not Furnished,
,Kepong,Condominium,3.0,1.0,2.0,903,Partially Furnished,
,Cheras,Condominium,3.0,1.0,2.0,750,Fully Furnished,yes
,Jalil,Service Residence,3.0,2.0,2.0,1050,Fully Furnished,yes
2020.0,Keramat,Condominium,4.0,2.0,2.0,1118,Not Furnished,yes
,Kiara,Service Residence,3.0,2.0,2.0,940,Fully Furnished,no
2009.0,Sentul,Condominium,3.0,1.0,2.0,877,Partially Furnished,yes
2021.0,Setapak,Condominium,3.0,1.0,2.0,900,Fully Furnished,
2019.0,Besi,Condominium,3.0,2.0,2.0,1216,Partially Furnished,
2023.0,Cheras,Condominium,3.0,,2.0,850,Partially Furnished,
,Jalil,Condominium,3.0,1.0,2.0,1040,Partially Furnished,yes
,Setapak,Service Residence,2.0,1.0,2.0,900,Partially Furnished,yes
2011.0,Bintang,Service Residence,1.0,,1.0,650,Fully Furnished,no
2019.0,Perdana,Apartment,1.0,1.0,1.0,450,Fully Furnished,yes
1993.0,Road,Apartment,3.0,1.0,2.0,950,Not Furnished,yes
2007.0,Hartamas,Service Residence,1.0,,1.0,500,Fully Furnished,no
,Ampang,Apartment,3.0,,2.0,750,Partially Furnished,yes
,Setapak,Apartment,3.0,1.0,2.0,884,Partially Furnished,yes
2015.0,Ampang,Service Residence,1.0,1.0,1.0,520,Fully Furnished,no
,Kiara,Service Residence,1.0,1.0,1.0,1016,Fully Furnished,yes
,Setapak,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
2017.0,Setapak,Service Residence,3.0,1.0,2.0,950,Partially Furnished,yes
2020.0,Sentul,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
2017.0,Segambut,Condominium,3.0,2.0,3.0,1155,Fully Furnished,
2011.0,Sentul,Condominium,3.0,,2.0,1081,Not Furnished,
,Kepong,Service Residence,3.0,2.0,2.0,932,Partially Furnished,no
,Pandan,Apartment,3.0,,2.0,900,Fully Furnished,
,Gombak,Service Residence,3.0,2.0,2.0,560,Partially Furnished,yes
2009.0,Kiara,Condominium,2.0,1.0,2.0,1145,Fully Furnished,no
,Setapak,Condominium,3.0,1.0,2.0,842,Partially Furnished,
2017.0,Setapak,Condominium,3.0,2.0,2.0,1100,Fully Furnished,
2015.0,Cheras,Condominium,4.0,1.0,2.0,1142,Partially Furnished,
,Cheras,Condominium,4.0,1.0,2.0,1146,Partially Furnished,yes
2017.0,Setapak,Condominium,3.0,2.0,3.0,1387,Fully Furnished,
,OUG,Apartment,3.0,1.0,2.0,950,Fully Furnished,yes
2022.0,Petaling,Service Residence,3.0,,2.0,900,Partially Furnished,yes
,Sentul,Service Residence,3.0,,2.0,980,Fully Furnished,yes
,Segambut,Condominium,3.0,1.0,2.0,1068,Fully Furnished,
2019.0,Hilir,Service Residence,2.0,1.0,2.0,845,Fully Furnished,yes
2015.0,Ampang,Service Residence,2.0,1.0,2.0,850,Fully Furnished,no
,Maju,Apartment,3.0,1.0,2.0,800,Not Furnished,
,Melawati,Condominium,3.0,1.0,2.0,1125,Fully Furnished,
2021.0,Cheras,Service Residence,2.0,1.0,2.0,670,Partially Furnished,
2006.0,Setapak,Condominium,4.0,1.0,2.0,1272,Fully Furnished,yes
2007.0,Setapak,Condominium,3.0,1.0,2.0,950,Partially Furnished,
,Desa,Apartment,3.0,2.0,2.0,850,Partially Furnished,no
,Sentul,Apartment,3.0,,2.0,800,Not Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Not Furnished,yes
,City,Condominium,2.0,,2.0,834,Fully Furnished,yes
2014.0,Jalil,Condominium,4.0,2.0,3.0,1268,Partially Furnished,yes
2009.0,Kiara,Condominium,1.0,1.0,1.0,500,Fully Furnished,
,Setapak,Service Residence,2.0,1.0,2.0,900,Partially Furnished,yes
2006.0,Sentul,Apartment,3.0,1.0,2.0,1061,Partially Furnished,
,Ipoh,Service Residence,3.0,1.0,2.0,1066,Fully Furnished,yes
,Setapak,Flat,3.0,,2.0,850,Partially Furnished,
2010.0,Melawati,Condominium,3.0,,2.0,1206,Partially Furnished,no
,Setapak,Apartment,3.0,,2.0,705,Not Furnished,no
2006.0,Setapak,Condominium,4.0,1.0,2.0,1272,Fully Furnished,yes
,Kiara,Condominium,3.0,2.0,2.0,1015,Fully Furnished,no
,Lama,Apartment,3.0,1.0,2.0,1000,Fully Furnished,yes
,Pandan,Condominium,1.0,,1.0,750,Partially Furnished,no
,KLCC,Service Residence,1.0,1.0,1.0,463,Fully Furnished,yes
,Segambut,Service Residence,2.0,2.0,2.0,910,Partially Furnished,yes
,Setapak,Condominium,3.0,2.0,2.0,1333,Not Furnished,
2020.0,Sentul,Apartment,3.0,2.0,2.0,850,Partially Furnished,yes
,Jalil,Apartment,3.0,1.0,2.0,1000,Fully Furnished,
2017.0,Segambut,Condominium,3.0,2.0,2.0,1300,Partially Furnished,no
2016.0,Damansara,Condominium,4.0,2.0,3.0,1496,Partially Furnished,
,Cheras,Apartment,3.0,,2.0,650,Not Furnished,yes
2020.0,Kepong,Apartment,3.0,2.0,2.0,800,Not Furnished,yes
2007.0,Setapak,Condominium,3.0,1.0,2.0,1066,Fully Furnished,yes
2013.0,Road,Condominium,4.0,2.0,2.0,1341,Partially Furnished,no
,KLCC,Condominium,2.0,1.0,2.0,708,Fully Furnished,yes
2002.0,Cheras,Apartment,3.0,,2.0,730,Partially Furnished,yes
,Road,Condominium,3.0,2.0,2.0,1084,Fully Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,1285,Partially Furnished,yes
,Cheras,Apartment,3.0,1.0,2.0,888,Partially Furnished,no
2008.0,Cheras,Apartment,3.0,1.0,2.0,650,Fully Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,850,Partially Furnished,no
,Perdana,Condominium,3.0,1.0,2.0,1126,Fully Furnished,yes
2020.0,Keramat,Condominium,3.0,2.0,2.0,926,Partially Furnished,no
2020.0,Jalil,Condominium,3.0,2.0,3.0,1100,Fully Furnished,yes
,Kuching,Condominium,3.0,2.0,2.0,1193,Fully Furnished,no
1996.0,Cheras,Condominium,3.0,1.0,2.0,1100,Not Furnished,
,Cheras,Apartment,2.0,,2.0,650,Partially Furnished,
,Cheras,Condominium,4.0,1.0,2.0,1101,Not Furnished,
2019.0,Pantai,Condominium,3.0,2.0,2.0,1360,Fully Furnished,no
,Maju,Service Residence,3.0,2.0,2.0,827,Fully Furnished,no
,Cheras,Condominium,3.0,1.0,2.0,970,Partially Furnished,yes
,Kepong,Condominium,3.0,1.0,2.0,950,Partially Furnished,
2017.0,Setapak,Condominium,3.0,,2.0,1100,Partially Furnished,yes
2007.0,City,Service Residence,1.0,1.0,1.0,500,Fully Furnished,yes
2006.0,Sentul,Apartment,3.0,1.0,2.0,650,Partially Furnished,yes
,Cheras,Apartment,3.0,1.0,2.0,960,Fully Furnished,yes
2021.0,Kepong,Service Residence,2.0,1.0,2.0,866,Fully Furnished,yes
2021.0,Lama,Condominium,3.0,1.0,2.0,1200,Not Furnished,
,KLCC,Condominium,2.0,,2.0,800,Fully Furnished,
2017.0,Setapak,Condominium,3.0,1.0,2.0,950,Partially Furnished,
,Sentul,Service Residence,2.0,2.0,2.0,794,Fully Furnished,yes
,Ampang,Condominium,4.0,,3.0,2067,Fully Furnished,no
2017.0,Cheras,Service Residence,2.0,1.0,2.0,885,Partially Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,1.0,650,Partially Furnished,
,Kepong,Apartment,3.0,1.0,2.0,750,Fully Furnished,no
2017.0,Maju,Service Residence,4.0,1.0,2.0,850,Fully Furnished,yes
2017.0,Maju,Apartment,3.0,1.0,2.0,770,Fully Furnished,no
,Cheras,Condominium,3.0,1.0,2.0,1090,Not Furnished,yes
,Ismail,Condominium,2.0,,1.0,1120,Fully Furnished,yes
2020.0,Jalil,Condominium,3.0,1.0,2.0,800,Partially Furnished,yes
2020.0,Sentul,Service Residence,3.0,1.0,2.0,850,Partially Furnished,no
2002.0,Cheras,Apartment,3.0,1.0,2.0,780,Partially Furnished,no
,Sentul,Flat,3.0,,1.0,800,Not Furnished,yes
,Kiara,Service Residence,4.0,2.0,3.0,1557,Fully Furnished,yes
2022.0,Kiara,Service Residence,1.0,,1.0,600,Fully Furnished,no
,Setapak,Apartment,3.0,1.0,2.0,884,Fully Furnished,yes
,Ipoh,Apartment,3.0,,2.0,1100,Not Furnished,yes
,Cheras,Apartment,3.0,,2.0,650,Not Furnished,yes
,Keramat,Service Residence,2.0,2.0,2.0,1098,Fully Furnished,yes
,Pandan,Apartment,3.0,1.0,2.0,950,Fully Furnished,
,South,Condominium,3.0,,2.0,1100,Partially Furnished,yes
,Dutamas,Condominium,2.0,2.0,2.0,1071,Fully Furnished,no
2018.0,Kepong,Service Residence,2.0,1.0,1.0,460,Fully Furnished,
,Setapak,Service Residence,2.0,1.0,2.0,900,Not Furnished,
2019.0,City,Service Residence,3.0,2.0,2.0,997,Fully Furnished,yes
,Cheras,Condominium,3.0,1.0,2.0,893,Fully Furnished,
,Ampang,Apartment,3.0,3.0,2.0,950,Partially Furnished,
2011.0,Desa,Condominium,4.0,2.0,3.0,1712,Fully Furnished,no
2023.0,Ipoh,Service Residence,2.0,,1.0,611,Partially Furnished,yes
,Pandan,Apartment,3.0,1.0,2.0,900,Partially Furnished,yes
,Maju,Service Residence,4.0,2.0,4.0,1518,Fully Furnished,
2019.0,Gombak,Service Residence,3.0,,2.0,842,Partially Furnished,
1988.0,Desa,Condominium,3.0,2.0,2.0,1200,Fully Furnished,no
2022.0,Desa,Condominium,3.0,2.0,2.0,958,Partially Furnished,yes
2017.0,Maju,Apartment,3.0,1.0,2.0,770,Fully Furnished,no
2021.0,Sentul,Service Residence,3.0,,2.0,850,Fully Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,650,Partially Furnished,no
2005.0,Maju,Condominium,3.0,1.0,2.0,1152,Partially Furnished,yes
,Keramat,Service Residence,3.0,2.0,3.0,1211,Fully Furnished,yes
,Keramat,Flat,2.0,,1.0,549,Partially Furnished,
,KLCC,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
,OUG,Service Residence,3.0,2.0,2.0,950,Fully Furnished,yes
,Kiara,Condominium,3.0,,2.0,940,Fully Furnished,yes
2017.0,Maju,Apartment,4.0,2.0,2.0,850,Fully Furnished,yes
,Keramat,Service Residence,2.0,,2.0,1098,Fully Furnished,yes
,Pudu,Apartment,3.0,1.0,2.0,1650,Fully Furnished,no
,Hilir,Condominium,4.0,,3.0,1260,Partially Furnished,yes
,Kepong,Apartment,3.0,,2.0,750,Not Furnished,
,Cheras,Apartment,3.0,,2.0,850,Partially Furnished,
2019.0,Perdana,Apartment,1.0,1.0,1.0,450,Fully Furnished,no
2020.0,Pantai,Apartment,3.0,,2.0,850,Partially Furnished,
2015.0,City,Service Residence,1.0,,1.0,456,Fully Furnished,yes
2002.0,Cheras,Condominium,3.0,,2.0,1000,Fully Furnished,yes
2001.0,Ampang,Condominium,3.0,1.0,1.0,958,Partially Furnished,
2009.0,Dutamas,Condominium,3.0,1.0,2.0,1000,Fully Furnished,no
2021.0,Keramat,Apartment,3.0,,2.0,850,Partially Furnished,
2020.0,Jalil,Condominium,3.0,,2.0,800,Partially Furnished,
2015.0,Cheras,Condominium,4.0,1.0,2.0,1364,Partially Furnished,no
,Sentul,Service Residence,2.0,2.0,2.0,794,Fully Furnished,yes
2007.0,Kiara,Condominium,3.0,1.0,2.0,1050,Fully Furnished,
,Cheras,Apartment,3.0,,2.0,650,Not Furnished,yes
,Bangsar,Condominium,4.0,1.0,3.0,1740,Fully Furnished,yes
2017.0,Maju,Apartment,3.0,2.0,2.0,770,Not Furnished,
2016.0,Ipoh,Condominium,3.0,,2.0,1037,Partially Furnished,
,Cheras,Apartment,3.0,,2.0,780,Not Furnished,no
2019.0,Puchong,Condominium,3.0,2.0,2.0,1002,Fully Furnished,
,Maju,Flat,2.0,,1.0,600,Not Furnished,yes
2022.0,Setapak,Condominium,3.0,1.0,2.0,850,Fully Furnished,yes
,Menjalara,Condominium,2.0,1.0,2.0,1000,Not Furnished,no
2018.0,Ipoh,Service Residence,3.0,,2.0,1087,Fully Furnished,yes
,Kepong,Condominium,3.0,1.0,2.0,1010,Not Furnished,
,Setapak,Apartment,3.0,1.0,2.0,850,Partially Furnished,yes
2008.0,Setapak,Condominium,4.0,1.0,2.0,1272,Fully Furnished,
2017.0,Maju,Condominium,3.0,2.0,4.0,1518,Fully Furnished,
,Setapak,Condominium,1.0,1.0,1.0,618,Fully Furnished,yes
,Pandan,Condominium,3.0,2.0,2.0,900,Partially Furnished,
,Seputeh,Apartment,2.0,,2.0,970,Partially Furnished,yes
2019.0,Gombak,Service Residence,4.0,,2.0,970,Partially Furnished,
2017.0,South,Service Residence,1.0,1.0,1.0,648,Fully Furnished,
2020.0,Keramat,Condominium,3.0,1.0,2.0,926,Partially Furnished,no
2018.0,Seputeh,Service Residence,1.0,,1.0,775,Fully Furnished,
2016.0,Setapak,Condominium,4.0,2.0,2.0,1006,Not Furnished,no
,Kiara,Condominium,3.0,2.0,2.0,950,Fully Furnished,no
2020.0,Keramat,Condominium,3.0,2.0,2.0,1184,Partially Furnished,
2017.0,Cheras,Duplex,1.0,1.0,2.0,762,Partially Furnished,yes
,Besi,Apartment,3.0,,2.0,730,Not Furnished,
,Setapak,Condominium,3.0,1.0,2.0,900,Partially Furnished,
2019.0,Jalil,Service Residence,2.0,2.0,2.0,868,Fully Furnished,no
2015.0,Hilir,Service Residence,2.0,,2.0,890,Fully Furnished,no
2018.0,Seputeh,Service Residence,3.0,,2.0,1092,Fully Furnished,no
2000.0,Desa,Condominium,3.0,1.0,2.0,938,Partially Furnished,yes
,Setapak,Service Residence,3.0,2.0,2.0,1219,Partially Furnished,no
2013.0,Cheras,Service Residence,2.0,1.0,2.0,719,Fully Furnished,yes
2011.0,KLCC,Condominium,3.0,1.0,3.0,1066,Fully Furnished,yes
2019.0,Gombak,Service Residence,4.0,1.0,2.0,940,Fully Furnished,yes
,Petaling,Condominium,3.0,1.0,2.0,1050,Fully Furnished,
,OUG,Service Residence,3.0,1.0,2.0,950,Partially Furnished,yes
2015.0,City,Service Residence,1.0,,1.0,550,Fully Furnished,yes
2011.0,Titiwangsa,Condominium,3.0,1.0,2.0,1100,Fully Furnished,yes
2021.0,Cheras,Service Residence,2.0,1.0,2.0,750,Fully Furnished,yes
2007.0,Bintang,Service Residence,2.0,1.0,2.0,750,Fully Furnished,yes
,Lama,Condominium,3.0,1.0,2.0,1040,Fully Furnished,
2017.0,Cheras,Service Residence,2.0,2.0,2.0,1121,Fully Furnished,
,Maju,Condominium,4.0,1.0,2.0,1184,Partially Furnished,no
,Cheras,Apartment,2.0,,1.0,800,Not Furnished,yes
2007.0,Kepong,Condominium,3.0,1.0,2.0,962,Partially Furnished,
,Kuching,Service Residence,3.0,1.0,2.0,878,Partially Furnished,no
2016.0,Puchong,Service Residence,3.0,2.0,2.0,1096,Fully Furnished,
1997.0,Desa,Service Residence,3.0,1.0,2.0,935,Fully Furnished,no
,Kepong,Apartment,2.0,,1.0,750,Fully Furnished,no
2020.0,Pantai,Apartment,3.0,1.0,2.0,810,Partially Furnished,
,Cheras,Apartment,2.0,1.0,1.0,657,Fully Furnished,
2017.0,Road,Service Residence,3.0,,2.0,900,Partially Furnished,yes
2020.0,Sentul,Apartment,2.0,1.0,2.0,743,Not Furnished,no
2019.0,Gombak,Service Residence,3.0,2.0,2.0,924,Fully Furnished,no
2021.0,Sentul,Service Residence,3.0,1.0,2.0,850,Fully Furnished,no
2020.0,Keramat,Condominium,3.0,1.0,2.0,1065,Partially Furnished,
,Jaya,Flat,2.0,,1.0,650,Not Furnished,yes
2020.0,Sentul,Service Residence,3.0,1.0,2.0,819,Fully Furnished,yes
2020.0,Maju,Condominium,4.0,,2.0,1000,Fully Furnished,yes
,Cheras,Apartment,3.0,1.0,2.0,770,Partially Furnished,no
2021.0,Setapak,Condominium,3.0,2.0,2.0,800,Fully Furnished,yes
,Cheras,Apartment,3.0,1.0,2.0,806,Partially Furnished,yes
,Hilir,Service Residence,2.0,1.0,2.0,775,Fully Furnished,yes
2011.0,Petaling,Condominium,3.0,2.0,2.0,980,Partially Furnished,no
2018.0,Melawati,Service Residence,2.0,1.0,1.0,700,Fully Furnished,
,Hartamas,Service Residence,3.0,1.0,3.0,1000,Fully Furnished,no
,Kiara,Condominium,3.0,2.0,2.0,1015,Fully Furnished,no
,South,Service Residence,2.0,,1.0,592,Fully Furnished,yes
2021.0,Lama,Service Residence,3.0,2.0,3.0,1106,Fully Furnished,yes
2017.0,Setapak,Condominium,3.0,2.0,2.0,908,Partially Furnished,
,Maju,Service Residence,3.0,1.0,2.0,816,Partially Furnished,yes
2016.0,Road,Condominium,3.0,1.0,2.0,1150,Fully Furnished,yes
2009.0,Kiara,Condominium,2.0,1.0,2.0,1060,Fully Furnished,
,Setapak,Apartment,3.0,,2.0,950,Partially Furnished,no
2011.0,Hilir,Condominium,4.0,2.0,4.0,1632,Partially Furnished,
2008.0,Setapak,Condominium,4.0,1.0,2.0,1200,Partially Furnished,
2000.0,Petaling,Condominium,3.0,1.0,2.0,1417,Fully Furnished,no
1996.0,Cheras,Condominium,3.0,,2.0,1100,Not Furnished,yes
2003.0,Hartamas,Apartment,1.0,,1.0,420,Fully Furnished,no
2019.0,KLCC,Service Residence,2.0,2.0,2.0,871,Fully Furnished,yes
2017.0,Ipoh,Condominium,3.0,2.0,2.0,1234,Partially Furnished,yes
2013.0,Titiwangsa,Apartment,2.0,,1.0,850,Fully Furnished,yes
2005.0,Petaling,Condominium,2.0,,2.0,855,Partially Furnished,
2020.0,Sentul,Service Residence,2.0,1.0,2.0,650,Partially Furnished,yes
,Kepong,Apartment,3.0,,2.0,650,Not Furnished,no
2023.0,Cheras,Condominium,4.0,,2.0,1000,Fully Furnished,yes
2021.0,Cheras,Service Residence,3.0,2.0,2.0,864,Fully Furnished,yes
2020.0,Kepong,Service Residence,3.0,2.0,2.0,932,Partially Furnished,yes
2020.0,Jalil,Condominium,3.0,,3.0,1300,Fully Furnished,
2021.0,Segambut,Service Residence,3.0,2.0,2.0,1023,Not Furnished,yes
2000.0,Jalil,Condominium,2.0,1.0,2.0,786,Not Furnished,no
2013.0,Kuching,Condominium,3.0,1.0,2.0,1100,Fully Furnished,no
,Besi,Condominium,3.0,,2.0,1110,Partially Furnished,
,KLCC,Condominium,4.0,2.0,3.0,1200,Fully Furnished,yes
,Ampang,Service Residence,3.0,1.0,2.0,1600,Partially Furnished,no
2004.0,Kuching,Condominium,3.0,1.0,2.0,1100,Partially Furnished,no
,Setapak,Condominium,4.0,1.0,2.0,1297,Partially Furnished,
,OUG,Condominium,3.0,1.0,2.0,950,Partially Furnished,
2023.0,Ipoh,Service Residence,2.0,,4.0,652,Not Furnished,
,Bangsar,Service Residence,2.0,1.0,2.0,1098,Partially Furnished,yes
2011.0,KLCC,Condominium,3.0,2.0,3.0,1200,Fully Furnished,yes
,South,Flat,3.0,,1.0,750,Not Furnished,yes
,Setapak,Service Residence,3.0,1.0,2.0,850,Partially Furnished,yes
2019.0,Gombak,Service Residence,3.0,,2.0,945,Fully Furnished,
2019.0,Pantai,Condominium,3.0,2.0,3.0,1360,Fully Furnished,yes
2021.0,Sentul,Service Residence,4.0,1.0,3.0,1000,Partially Furnished,yes
,Setapak,Condominium,1.0,1.0,1.0,592,Not Furnished,
2013.0,Titiwangsa,Apartment,2.0,1.0,1.0,850,Fully Furnished,yes
,Ipoh,Condominium,3.0,1.0,2.0,1275,Partially Furnished,yes
2015.0,Ampang,Service Residence,1.0,1.0,1.0,640,Fully Furnished,yes
,Pandan,Condominium,3.0,1.0,2.0,900,Fully Furnished,
2015.0,Ampang,Condominium,4.0,2.0,3.0,1264,Partially Furnished,yes
,Pandan,Flat,3.0,,2.0,800,Partially Furnished,yes
,Keramat,Condominium,2.0,1.0,1.0,800,Partially Furnished,yes
,Keramat,Service Residence,3.0,1.0,2.0,1211,Fully Furnished,no
2008.0,Bintang,Service Residence,2.0,,1.0,806,Fully Furnished,yes
,Cheras,Apartment,2.0,,1.0,650,Not Furnished,
2011.0,Road,Duplex,1.0,1.0,2.0,775,Partially Furnished,yes
,Kiara,Condominium,3.0,,2.0,1015,Fully Furnished,yes
,Road,Apartment,3.0,1.0,2.0,950,Partially Furnished,yes
,Kiara,Condominium,3.0,2.0,2.0,1015,Fully Furnished,no
2017.0,Setapak,Condominium,3.0,2.0,2.0,908,Partially Furnished,no
2007.0,Bintang,Service Residence,2.0,,2.0,900,Fully Furnished,
2008.0,Kiara,Condominium,2.0,1.0,2.0,913,Fully Furnished,
1980.0,Road,Condominium,3.0,1.0,2.0,1040,Fully Furnished,yes
2007.0,Segambut,Condominium,3.0,,2.0,1049,Partially Furnished,no
2017.0,Maju,Service Residence,3.0,1.0,2.0,850,Partially Furnished,yes
1993.0,Kiara,Apartment,3.0,1.0,2.0,1248,Fully Furnished,
,Besi,Service Residence,2.0,2.0,2.0,888,Fully Furnished,yes
,Kepong,Apartment,3.0,1.0,2.0,980,Partially Furnished,no
,Maju,Service Residence,2.0,2.0,2.0,1085,Fully Furnished,
2021.0,Cheras,Service Residence,3.0,,2.0,819,Fully Furnished,yes
2021.0,Jalil,Service Residence,3.0,1.0,2.0,750,Fully Furnished,no
,Kepong,Apartment,3.0,,2.0,800,Not Furnished,no
2021.0,Lama,Condominium,3.0,2.0,2.0,1075,Partially Furnished,no
2011.0,KLCC,Condominium,1.0,,1.0,350,Fully Furnished,no
,Setapak,Condominium,3.0,2.0,2.0,801,Not Furnished,yes
2020.0,Sentul,Service Residence,3.0,1.0,2.0,850,Partially Furnished,
,Setapak,Apartment,3.0,1.0,2.0,850,Fully Furnished,
,Kepong,Apartment,3.0,1.0,2.0,1010,Not Furnished,no
,City,Condominium,1.0,,1.0,720,Fully Furnished,
2008.0,Kiara,Condominium,2.0,1.0,2.0,913,Fully Furnished,
,Ampang,Apartment,3.0,,2.0,850,Not Furnished,no
,Heights,Condominium,1.0,,1.0,520,Fully Furnished,
,Bangsar,Apartment,3.0,,1.0,700,Not Furnished,
2020.0,Keramat,Condominium,4.0,,2.0,1184,Fully Furnished,
,Cheras,Flat,3.0,,2.0,700,Fully Furnished,
,Kepong,Condominium,2.0,1.0,2.0,970,Fully Furnished,
,City,Condominium,2.0,1.0,2.0,801,Fully Furnished,
